Source,Target,weight
WV4TRUMP1,BduayneAllen,1.0
ProjectBernie16,FedUpwNarcissts,1.0
mitchellvii,Ella_Boo_Bella,1.0
johnpodesta,8802Ditman,1.0
coolepairc,CarolynProctor,1.0
VivaLaAmes,hallmarkm1,1.0
wilw,KAIJUKING23,1.0
steve0423,plaster8one,1.0
JonStall2009,MicMej231997,1.0
cbs11jack,realSamSmithy,1.0
WorldForBernie,angloshok,1.0
Russian_Starr,graygoods,1.0
AngryVoters,YesAnders,1.0
MSNBC,LynnMoo37618860,1.0
tlfiegen,SEI4BS,1.0
MAHAMOSA,StewartDorinda,1.0
kujo71,Hedge_Shot,1.0
Bernie_Facts,garfield_paula,1.0
ernieHHI,Wicked3s,1.0
Morning_Joe,realMattShannon,1.0
TheTrumpTrain,DonnaMac76712,1.0
Urza83,hootie0321,1.0
QuinnDaGhost,MMBJackMcCarr,1.0
DefendingtheUSA,KevinGatachica,1.0
MichaelCohen212,pacsgirl36,1.0
NancyWonderful,groggygirl85,1.0
kids4bernie,berniebabe2016,1.0
Art05hr3d,pig4801kj,1.0
Bernlennials,skorpyos,1.0
CruzinAhead,Youxia88,1.0
TamiDurling,HorseShort,1.0
WayneDupreeShow,VetApologist,1.0
MLK_MPLS,RealZiggyFlo,1.0
Bullitino,aqwiley3,1.0
FrankLuntz,brubernu,1.0
nowthisnews,PapayiDuane,1.0
realDonaldTrump,EternalRiteWing,1.0
RickyRayinGA,sunnynodak,1.0
LaborForBernie,Arslan8830,1.0
JamiaStarheart,pollyantics,1.0
2016bethechange,HootnanyHill,1.0
SiCarswell,thechefbones,1.0
Jordan_OHIO,Nicole28851,1.0
GladBilly,ferrrrgalicious,1.0
YoBenCohen,iLoveLaurynHill,1.0
LenaTillett,T17R_TEdinger,1.0
TheTrumpTrailer,kennedy3210,1.0
ErinBurnett,glendabelle_11,1.0
CassLGarrison,ShennaFoxMusic,1.0
MeaSongbird,BernieTeachers,1.0
HeatherMatarazz,PatatREMAX,1.0
jenilynn1001,ChristiChat,1.0
WorldForBernie,Socrates090,1.0
HouseCracka,suzost,1.0
icareeguns,RoniSeale,1.0
MMFlint,Pasternak94,1.0
nhdogmom,Rock0040,1.0
RPCVmama,hsvforbernie,1.0
ThePatriot143,9975Ts,1.0
Esther_Jang_,denis4help,1.0
DanScavino,shack4,1.0
CitizensFedUp,rogiloc,1.0
tlfiegen,res0xhdb2,1.0
Bonfiredesigns,deekelly4,1.0
SomeBlueDevilFL,prattlandia,1.0
MikeBates,adlangston75,1.0
MichaelvdGalien,kmb57,1.0
Lee_in_Iowa,nsw43,1.0
dollyp724,spiritmoon7,1.0
MoveOn,1PhoenixDragon,1.0
_belle_curve_,b1e56df9ce6549f,1.0
NationalNurses,unionteach,1.0
realDonaldTrump,shawgerald4,1.0
SMolloyDVM,Reenit,1.0
nikroybal,stylistkavin,1.0
GrannyT6,CarolChupp,1.0
BernieBrigade,fromtheflipside,1.0
GeeOhPees2,billjaffone,1.0
MarkPontius,the_newtt,1.0
thenation,MontriciaHubba1,1.0
YoBenCohen,Brianin802,1.0
Momfullofhope,tymadisonmom,1.0
LynnMarki,DebraPianalto,1.0
chriskyleband,tonynausetbeac1,1.0
johnx5555,mparkertng,1.0
Libertea2012,sardnas51,1.0
GuerrillaDems,scotty2971,1.0
BernieArtists,cook_robert_l,1.0
slone,TOVAOD,1.0
BerniesHomie,pedocles,1.0
restore_US_now,hckysnyder,1.0
shushwalshe,summer0655,1.0
DanScavino,theyseeus2015,1.0
BernieSanders,STAN_EMINEMISM_,1.0
JohnGGalt,theratzpack,1.0
SusanSarandon,JonathanPtrck,1.0
LindaSuhler,Keeping__Real,1.0
JohnGGalt,nousgnostic,1.0
PlatinumBubble,TerriPa83580581,1.0
ForceOfLiberty,Cher326,1.0
sanderswins,ProGloCommons,1.0
NotRachelLong,frazzledma25,1.0
AdamSmith_USA,georgefayner,1.0
MoveOn,eblair19,1.0
NeilTurner_,minnamyself,1.0
KroegerIA01,firesign1969,1.0
DanScavino,amperg33,1.0
Iowa4Bernie,fillupcats,1.0
ShaktiLila,Lady_Bluebug,1.0
ThisWeekABC,BernieBuddy16,1.0
Commander998381,debra_nicholson,1.0
Iowa4Bernie,mercurialmissm,1.0
MSNBC,ItsBossCharles,1.0
MoveOn,thewobbleeffect,1.0
the_intercept,KneeHess,1.0
imfabulous13,AmazonTraveler,1.0
jakedagel,spubu2,1.0
Bernie2016tv,rockportbasset,1.0
YugeMilo,P0TUSTrump,1.0
the_intercept,zokavera3344,1.0
GerrishLisa,berniesanders_1,1.0
nepafortrump,stevej132,1.0
DanScavino,hollyammon,1.0
ronpaulrevoluti,cindiperez48,1.0
novenator,natasha_sax,1.0
GRForSanders,sezzhuu,1.0
RWSurferGirl1,wanttruth,1.0
ernieHHI,ablebody4,1.0
leftsidestoryUS,WNC4Bernie,1.0
MrBillwej,wcgirl1,1.0
M2Meee,VoteForBernie16,1.0
David360NC,terry_keele,1.0
realbigstriper,VetApologist,1.0
LindaSuhler,YDP,1.0
MarkPontius,DaleF3,1.0
_HankRearden,cciedotnyc,1.0
BayArea4Bernie,4closureNation2,1.0
ThePatriot143,redviolet1458,1.0
GRForSanders,griffin_rick,1.0
Democrats_Daily,USA4Bernie,1.0
amrightnow,sebb23,1.0
writeinbernie,theGuruWithin,1.0
BlackEyeBlog,GeorgeKiddJr,1.0
Youxia88,Sclark4273,1.0
thenation,SarahKSilverman,1.0
calebhazelwood,jennschmelder,1.0
jamenta,McdonnellKJ,1.0
DeanDesign101,OrlandoMilian2,1.0
BernieSanders,AnaliFirst,1.0
SallyNOLA,sayarita,1.0
2noame,TVBingerTop5,1.0
KodiGaddis,thelesbernian,1.0
AidanKing_,Say_Non_Now,1.0
DanScavino,TrumpLouisiana,1.0
SharonWilcox13,PamelaBauer20,1.0
Montgomery_bjm,xdelmar59,1.0
Texastweetybird,yunsun1967,1.0
NicholsUprising,SpeakingUpSarah,1.0
MSNBC,estherprosser14,1.0
aria_deluca,sardnas51,1.0
Rich_fxdump,Jeremy6820,1.0
JoyAnnReid,menjicm,1.0
DeePort28,Greeenguy111,1.0
K810Mt,nancyhighlands7,1.0
marcylauren,ccagiao1969,1.0
Ricky_Vaughn99,pennyrn2010,1.0
Iowa4Bernie,TzvetaManolova,1.0
MoveOn,ynellynel,1.0
Sytharix,BerniesBros,1.0
BerniesHomie,kateloving,1.0
CLewandowski_,BelleForTrump,1.0
dbongino,TFinn82,1.0
azblonde2015,teed_chris,1.0
lydiahuxley93,illiesunny,1.0
TexasForBernie,DemocalypseNow,1.0
Latinos4Bernie,adviceforbernie,1.0
TweetingYarnie,__Pete__33,1.0
NyniaChance,cjnkira,1.0
DanScavino,LNCParker,1.0
CWAUnion,TexasForBernie,1.0
DefendingtheUSA,Catherine1840,1.0
ksummers96,joshuawoodz,1.0
ThePatriot143,stevenburns131,1.0
LynnMarki,BrandonJLandry,1.0
feelthebernorg,JSithavady,1.0
tgradous,ChgocadChic,1.0
steve0423,NYStaveandFilm,1.0
tlfiegen,paladinette,1.0
SharetheBern,Sagrising1225,1.0
LeahR77,MarcieDreyer,1.0
mikesldy6969,SpaceCheef,1.0
HeatherMatarazz,QuillsMan,1.0
CorrectRecord,josephine73,1.0
the_intercept,fromtheflipside,1.0
jaycamikenGL,TLC_CN,1.0
KamVTV,PennyHicks13,1.0
HunterHRC2016,djred678,1.0
PoliticalAnt,graygoods,1.0
NAInfidels,StatesPoll,1.0
iowacruzgirl,Frappingline,1.0
LindaSuhler,Gr8tRight,1.0
meganspecia,KAIJUKING23,1.0
BerniesBros,ChrisEdward123,1.0
YourPotus,ROBELAM79,1.0
Spirit_of_1776_,TSFearadaigh,1.0
DonaldJTrumpJr,drzevetchin,1.0
MSNBC,conaway_chance,1.0
PatrickSvitek,GlockLady,1.0
USAprogression,cann4ing,1.0
truthout,madamexr,1.0
PittsBern,rawgaydilfs,1.0
BernieBrigade,DJDynamicNC,1.0
jphilman0206,SMolloyDVM,1.0
HispanicsTrump,Faye0226,1.0
yaboyberniesand,BetterWorldBob,1.0
JaredWyand,ztrak5050,1.0
DanScavino,MNforTrump,1.0
azblonde2015,tymadisonmom,1.0
BernieBus2016,i_AM_theChange,1.0
MattMackowiak,Patounette1944,1.0
Hillary2016Pres,CTO1ChipNagel,1.0
jhutch1992,SFforBernie,1.0
milkvamp,thewobbleeffect,1.0
NMwomen4Bernie,theGuruWithin,1.0
gary_causer,52311b55a20c482,1.0
k_devi,eduloanrevolt,1.0
slone,righteoustruth1,1.0
paulheintz,ranzo151,1.0
AtBestIsKorny,inspiteoffires,1.0
AngryVoters,amesters1,1.0
rafealcuzr66,CruzinAhead,1.0
jenny_nalley,InfamousGrace_,1.0
morgep65,Kamgirl47,1.0
Women4Bernie,LifeforceVibes,1.0
FrankLuntz,PapayiDuane,1.0
georgehenryw,GrannyT6,1.0
AidanKing_,Pasternak94,1.0
lucasbros,iKhurasani,1.0
DanScavino,BarbaraB777,1.0
GilTPolitics,cbinflux,1.0
enzerukristin,Hedge_Shot,1.0
Sytharix,sezzhuu,1.0
KatBrezler,Commander998381,1.0
eelawl1966,LifeforceVibes,1.0
JulioGugui,CL4R4GU3RR4,1.0
CNNnewsroom,ButchJocson,1.0
MLK_MPLS,4AllSoulKind,1.0
PauseNet,PositivelyJoan,1.0
DaleF3,KohrAndrew,1.0
BernieSanders__,NancyRog11,1.0
IAmFreedomMan,VoiceOverPerson,1.0
MAHAMOSA,g4h1o5j4f8,1.0
leftygrove,Commander998381,1.0
Tim_Canova,RaySlamb,1.0
southerntalker,Russpoljunkie,1.0
marcorubio,rlboutin,1.0
Jacobsac2015,losthokie,1.0
ProjectBernie16,laughingcat2016,1.0
KFaulders,Guardian_Elite,1.0
LivNow,PresidentTrump_,1.0
FoxNews,ninja_kach,1.0
BerniesHomie,berniesanders94,1.0
CarmineZozzora,SEAAdams2,1.0
ABCPolitics,ktnicoll87,1.0
azblonde2015,KenSnps,1.0
BayArea4Bernie,TheDonkeyWheel,1.0
k_devi,Wriseup,1.0
JohnGGalt,americasgreat,1.0
sionainn___,TerriPa83580581,1.0
Bernie_Facts,CL4R4GU3RR4,1.0
BernieSanders,vgnsocjust,1.0
jhutch1992,morganisaginger,1.0
MagicNinjadamus,Lucky5713,1.0
GRForSanders,SubyWill,1.0
janiczek_m,rose10052,1.0
BerniesHomie,Tillerdotexe,1.0
HillaryforNV,Donna_West,1.0
OldSaukRiver,JackieSierFaith,1.0
SiCarswell,joe1t93,1.0
DanScavino,CatRN4U,1.0
Original_Maven,flwest66,1.0
JudiLoera,jerrysremodeli1,1.0
larryelder,tcotlatino,1.0
BlackWomen4Bern,GotBerned,1.0
LaborForBernie,rubisaiyan,1.0
azblonde2015,losthokie,1.0
People4Bernie,lnewday,1.0
BernieSanders,Konducta4LFE,1.0
ProjectBernie16,coralteach,1.0
4BernieBecause,mierdakansada,1.0
gerri_elise,wookie28560,1.0
reluctantzealot,roseserao,1.0
LandmanMarius,hckysnyder,1.0
Spirit_of_1776_,williamcreedcox,1.0
marcorubio,KimGOP60,1.0
Latinos4Bernie,cindyapplegate2,1.0
LeahR77,_CFJ_,1.0
1PhoenixDragon,gerri_elise,1.0
azblonde2015,mightymitchell1,1.0
LifeNewsHQ,Norsu2,1.0
azblonde2015,jackiebullivant,1.0
Mimzy122,BlkGirls4Bernie,1.0
Libertea2012,docwindprod,1.0
R_del_Mar,nakclahan,1.0
LiberalLaTchr,rosebudflorida,1.0
MaryBeforeJane,DOmidvar,1.0
JackieSierFaith,boushdag,1.0
starfirst,WrateJames,1.0
DefendingtheUSA,GGbear66,1.0
redletter99,bravehart60,1.0
TammyKosiancic,ND4Bernie,1.0
People4Bernie,kimscloset,1.0
NyniaChance,NewyorkWeissman,1.0
USMCLiberal,RMGarman,1.0
nepafortrump,003a04f8c2054b7,1.0
JohnGGalt,suzost,1.0
jhutch1992,CitzAbroad4Bern,1.0
_AndyBrown92,Rteefact,1.0
Bernlennials,IamCeciliaC,1.0
QuinnDaGhost,InfamousGrace_,1.0
GuerrillaDems,RaySlamb,1.0
fitethegoodfite,GenesSmile,1.0
yaboyberniesand,bluegrasshaze,1.0
JaredWyand,donegalceline,1.0
NewyorkWeissman,monique1731,1.0
GregoryTapis,bvest703,1.0
CNN,MiriamRoseMc,1.0
libertypoints,Cfgtocw,1.0
jt4congress2016,DeePort28,1.0
NMwomen4Bernie,TVineberg,1.0
SarahKSilverman,GVENTS,1.0
ashleyburns316,vidagarciasalv1,1.0
BernieTeachers,rafie281,1.0
LindaSuhler,DCHarris5,1.0
TweetingYarnie,DFW4Bernie,1.0
NicholsUprising,DByo,1.0
americasgreat,TigerWPack,1.0
NCForBernie,kenif537,1.0
_HankRearden,JohnJaeger_MT,1.0
Arquemada,cfcpac,1.0
Bernie_Facts,HansCameron3,1.0
angloshok,DaleF3,1.0
bassomar_omy,evspaugy,1.0
HeatherMatarazz,BernieSandersAZ,1.0
_laaallliii,americonsumer,1.0
immigrant4trump,JFAAF_goffredo,1.0
Emmme30,ParisGirl3,1.0
Colorado4Bernie,DmontgomeryDeb,1.0
TheresaSchroe14,jbaird02,1.0
ZBanshee,LodgeTobias,1.0
bassomar_omy,DriggersJudy,1.0
People4Bernie,STAN_EMINEMISM_,1.0
Gianluca_1970,TrumpBMA1988,1.0
abbynicole1123,danielysebasti,1.0
People4Bernie,valerie_cullins,1.0
MoniQueMoniCat,kc9vgr_oz,1.0
YoBenCohen,KAIJUKING23,1.0
k_devi,rk70534,1.0
rebeleyeball,brubernu,1.0
PatrickSvitek,USTweetsDistill,1.0
MMFlint,TTxtodd,1.0
JulioGugui,BlkGirls4Bernie,1.0
nepafortrump,LegendaryTrump,1.0
DanScavino,hume712,1.0
PattonDivision,idontcall911,1.0
CyLyBu,erindschmitt66,1.0
NMPRadio,palabrasabia8,1.0
Bernlennials,mjc5549,1.0
FOXXXXFIRE5,USA4Bernie,1.0
stephencbishop,JoMiSa5150,1.0
GodandtheBear,zachhaller,1.0
the_intercept,Legionof7,1.0
BayArea4Bernie,DanielBackstro1,1.0
steph93065,philmonaco67,1.0
GRForSanders,saramlutz,1.0
DanScavino,yesdog1942,1.0
williamecurley,coniinthegarden,1.0
Peruanita,Bernie_Quotes,1.0
GladBilly,bakersbrain1955,1.0
AdamParkhomenko,laurie_snyder,1.0
MMG_411984,milkvamp,1.0
WirSindAlleFRK,USA4Bernie,1.0
QuinnDaGhost,BERNIEORBUST1,1.0
ChuckNellis,cindiperez48,1.0
WhirlwindWisdom,zarafa,1.0
EricTrump,saskamare,1.0
THETXEMBASSY,LVNancy,1.0
Brains4Bern,CITIZNWARRIOR,1.0
Parker9_,sanders4all,1.0
TheresaMechele,joehos18,1.0
GENX4Bernie,jauresian,1.0
feelthebernorg,SusanMaylone,1.0
inspiteoffires,FranzGanter,1.0
OutFrontCNN,tnfortrump,1.0
the_intercept,SNOOPaLUPE,1.0
JesusForBernie,M2Meee,1.0
HispanicsTrump,JasonsGrandpa,1.0
LMM1952,KLSouth,1.0
thehill,TheMadHessian,1.0
LandmanMarius,LucySullivan888,1.0
SebastianJRusso,P0TUSTrump,1.0
RickSantorum,whitedog257,1.0
LindaSuhler,ReversingASD,1.0
ernieHHI,Esteban15120999,1.0
GladBilly,the_newtt,1.0
huckabee4me,teamhuck16ma,1.0
enzerukristin,PittsBern,1.0
People4Bernie,lessguns,1.0
TheBaxterBean,carmic14,1.0
LaborForBernie,v3xxi,1.0
Parker9_,Henry111194,1.0
VivaLaAmes,Perley56,1.0
NMPRadio,Debramax,1.0
BernieSanders,TeriTece5036,1.0
CBSNews,eckeisler61,1.0
vivelafra,woodseysmith,1.0
TrevorHughes,backyardconserv,1.0
samuelbinns,therealkcmiller,1.0
ThePatriot143,ChgocadChic,1.0
rightwinglatina,MarcoCoalition,1.0
TrumpMyPres,LexiD17,1.0
DonaldsAngel,magnifier661,1.0
MagicNinjadamus,plaster8one,1.0
JaredWyand,HomerWhite,1.0
TruthFromTerry,Mikerollin3,1.0
CNNSotu,AndreFrato,1.0
brendan_hines,heatherwebb96,1.0
WayneDupreeShow,tullyframe,1.0
GMA,TAW3333,1.0
PamDMON,julynewmoon,1.0
DanScavino,mclay332,1.0
KLSouth,leilaibi,1.0
marcorubio,TeamMarco_IL,1.0
ProGloCommons,markvolner,1.0
DanScavino,barkmartin,1.0
ChristiChat,Henrylewski,1.0
vihleee,AliasHere,1.0
maryaliceparks,Jlynch661,1.0
joshsmith,rockportbasset,1.0
GRForSanders,TheInformedElec,1.0
cidelson,velvetrev,1.0
USMCLiberal,MariaVieito,1.0
immigrant4trump,Jimbobbarley,1.0
WirSindAlleFRK,GENX4Bernie,1.0
amrightnow,GreyRider6,1.0
Faustina_gt,Art05hr3d,1.0
TriciaNC1,EllenHarrison3,1.0
Women4Bernie,Spill_Erix,1.0
panegron,TwoOneSix216,1.0
Libertea2012,JackieSierFaith,1.0
PatrickSvitek,Momofth333,1.0
Samstwitch,residentfFL,1.0
MmmBob,b1e56df9ce6549f,1.0
tommygilchrist,JanetMenke,1.0
ND4Bernie,OldsterLady,1.0
YoBenCohen,Ninma_,1.0
TweetingYarnie,mydakini,1.0
smartgirls4gop,Shirley09484100,1.0
foxandfriends,Trumpwall2016,1.0
ProjectBernie16,GodandtheBear,1.0
tirestastebad,DannysDarling,1.0
IgoHAMnCHZ,abowersock,1.0
Faustina_gt,CALA_1111,1.0
noreallyhowcome,7SeasRecords,1.0
AlyLovesMovies,steph93065,1.0
MLK_MPLS,avtramontano,1.0
marcorubio,Soniamf13,1.0
YoBenCohen,RaySlamb,1.0
elizadushku,j_typical,1.0
Danno_a_Jyd,DebraPianalto,1.0
GRForSanders,Bmessex2015,1.0
NeilTurner_,lynn_weiser,1.0
barbls23,mysweeetBaybee,1.0
SiCarswell,zaroonrkhan,1.0
robinhillock77,CL4R4GU3RR4,1.0
mattieren,RobertKoche,1.0
GeeOhPees2,HBregel,1.0
NBCNews,thatdad1960,1.0
NationChangers,ChiefRidiculous,1.0
BernieSanders,mbucklin7858,1.0
JaredWyand,jjadamsny888,1.0
babesforbernie,Skyneye,1.0
SoCal4Trump,twojjrs,1.0
ismarted,whatzen,1.0
Urza83,TwoOneSix216,1.0
glorialrudolph,FranzGanter,1.0
DefendingtheUSA,md_estrella,1.0
DavidPSawyer,DJGreenwald,1.0
Bernie2016tv,ALD9119,1.0
EricTrump,MiriamRoseMc,1.0
slone,SharNeal,1.0
TheNewDeal,4closureNation2,1.0
huckabee4me,Lori_Earp,1.0
IowaBuddies,aknobel89,1.0
Women4Bernie,p_staatz,1.0
immigrant4trump,lilmomma43420,1.0
DefendingtheUSA,hallmarkm1,1.0
ProjectBernie16,JordanDLevin,1.0
trumpology,revdojoe,1.0
Bernlennials,mattieren,1.0
tlfiegen,aheffne,1.0
MAHAMOSA,PittsBern,1.0
WayneDupreeShow,skyjones55,1.0
DrJasonJohnson,nowin2613,1.0
fwer1234,LizardTrump,1.0
jenilynn1001,Esteban15120999,1.0
MMG_411984,skyoversc,1.0
LydSalt,mikmom,1.0
MSNBC,skorpyos,1.0
fwdcrocblu,OHenryHernandez,1.0
ScottSaxman1,CameliaDitch,1.0
BerniesHomie,markgoodenow1,1.0
BernieSanders,NedaMaze,1.0
LifeforceVibes,mariluna329,1.0
shiloht88,MykelBeyotch,1.0
PittsBern,Sekhmara,1.0
BernieSanders,TeddyMopar,1.0
Bernlennials,TeriTece5036,1.0
Ninma_,BernieBuddy16,1.0
ErikaAndiola,Campaign4Bernie,1.0
writeinbernie,Say_Non_Now,1.0
InfamousGrace_,GlobalWeirding,1.0
BernieSanders,Ali9879,1.0
MmmBob,DefTonegirl,1.0
MalyndaNyc,BoonieKane,1.0
GerrishLisa,ynellynel,1.0
ResistTyranny,SOS_1313,1.0
FoxNews,chadhaines859,1.0
Commander998381,GRForSanders,1.0
RickyRayinGA,BOSSYtxmar55,1.0
BaillieGinnifer,PittsBern,1.0
HouseCracka,Catherine1840,1.0
LindaSuhler,PoliceFirstNow,1.0
JosephMonaco,doug69,1.0
ProjectBernie16,rockyacht,1.0
Bernie_Facts,BlkGirls4Bernie,1.0
SpicyDemocrat,22C0in,1.0
pattonoswalt,hurrystyles94,1.0
politico,slone,1.0
SoCal4Trump,ztrak5050,1.0
NationalNurses,JonathanPtrck,1.0
WorkingAgainPAC,SarahLeeAnne,1.0
Jacob_B_Shaver,WrkngClass4Bern,1.0
DefendingtheUSA,KolosiekE,1.0
Bernie_Facts,zachhaller,1.0
Lee_in_Iowa,BewareTheBeliev,1.0
VictorB123,yuniory12,1.0
americonsumer,shipman96,1.0
ProjectBernie16,HootnanyHill,1.0
Ricky_Vaughn99,Montana0323,1.0
BernieSanders,peterlee25,1.0
RickSantorum,leirerglen,1.0
GlennHeiser,joseph_carangi,1.0
cclaypoole,bja222,1.0
NCForBernie,estru1226,1.0
LaborForBernie,CampbellsSoup7,1.0
sanderswins,CampbellsSoup7,1.0
bernreport,larryclarry,1.0
JaredWyand,CarmineZozzora,1.0
VoteMeadows,catsim7,1.0
GregoryTapis,JoshPainter2154,1.0
wilw,GlennHeiser,1.0
lydiahuxley93,thewobbleeffect,1.0
Bernie_Facts,amandathe11,1.0
SansaRising,GeeSungee,1.0
NationalNurses,hunkaberninlove,1.0
cindiperez48,Freedom4Dummies,1.0
CarmineZozzora,philmonaco67,1.0
TheRealNews,t_post7,1.0
MaryBeforeJane,blizzyou,1.0
ctdulcimer,jamesjohnrod,1.0
IAStartingLine,rodeodance,1.0
Iowa4Bernie,clamjam22,1.0
Momfullofhope,kennedy3210,1.0
oldtrooper75,BarbMuenchen,1.0
AppMtGirl,SkipHatos,1.0
teamtrump1,axlejazzo,1.0
MLK_MPLS,WoobieTuesday,1.0
FoxNews,residentfFL,1.0
vandriver630,allandnnn,1.0
DREAMerJ_D,howtoquityou,1.0
ChristiChat,TrumpMyPres,1.0
BrianPearson24,suz8863,1.0
GMA,freespeak3,1.0
ToddHagopian,annepaezNOLA,1.0
MoveOn,baroqueartisan,1.0
MIAMIforTRUMP,e_monsendo,1.0
NCForBernie,MykelBeyotch,1.0
valerie_cullins,brokencarpenter,1.0
spiritmoon7,sheenA_8886,1.0
Jordan_OHIO,livviento,1.0
ThePatriot143,CalexQuint,1.0
GuerrillaDems,jkrupkin26,1.0
cheyannecouv,awelab1956,1.0
eelawl1966,TimothyDEgidio,1.0
TheresaMechele,deb7777s,1.0
the_intercept,VanStreetDog,1.0
Canada4Bernie,Alberto1glez,1.0
jenilynn1001,rm55m0,1.0
BerniesHomie,danielbonaire,1.0
solomon_ann,PPOAGE,1.0
HillarysMen,linksteroh,1.0
TRUMPHIANT2016,Jennife30635376,1.0
NationalNurses,JSithavady,1.0
StreetsDept,SFforBernie,1.0
DCSoljaGurl,FixDemocracy16,1.0
america_trump,moniquepetagaye,1.0
ireneberns,jjmartini21,1.0
SMolloyDVM,RonJellison,1.0
CassandraRules,maxrafaelwaller,1.0
HawkeyeHamer,LewisCountyCruz,1.0
foxandfriends,maryjones1417,1.0
AlisonSpalding2,drackcove,1.0
People4Bernie,ShamusMcelhiney,1.0
Craig19Eighty8,bernieforbernie,1.0
JesusForBernie,berniesanders_1,1.0
BenSpielberg,iBrianHamilton,1.0
FrenchForTrump,jenilynn1001,1.0
gdebenedetti,EyeGloArts,1.0
NaomiAKlein,VeryVeriViral,1.0
AlyLovesMovies,CaGramps63,1.0
_CFJ_,LeeSutton4,1.0
TeensForRubioNC,pdanielson92056,1.0
abbynicole1123,HillaryforIA,1.0
DanScavino,debbietexaslg,1.0
DanScavino,mountaingyrl99,1.0
GlennHeiser,carmic14,1.0
ZaidJilani,fallout_pizza,1.0
Billright50,jenilynn1001,1.0
writeinbernie,neaner069,1.0
davidpwil,serenity82108,1.0
eelawl1966,rafie281,1.0
azblonde2015,ZuzulMarcia,1.0
LindaSuhler,len_volkel,1.0
BRforBernie,2016FeelTheBern,1.0
DefiningAmerica,hootie0321,1.0
Iowa4Bernie,VeryVeriViral,1.0
ThomasBernpaine,v3xxi,1.0
trump_world,lilmomma43420,1.0
HMGS,EmmaSegasture,1.0
KLSouth,brian_vanvreede,1.0
matthewmailbox,coolestgrandma8,1.0
ARTSYJUDITH,lyabeer,1.0
stephencbishop,SeanPolit,1.0
BernieSanders,lynne_britany,1.0
WayneDupreeShow,Montana0323,1.0
TrumpsWriter,wrmilligan2,1.0
SiCarswell,JamesSheaiv,1.0
politico,Vote4Mayor2019,1.0
williamecurley,JackieSierFaith,1.0
tlfiegen,YgaelT,1.0
Ricky_Vaughn99,drunk8_leg,1.0
azblonde2015,brownryan6,1.0
GENX4Bernie,jthomson4bernie,1.0
MisterDavenport,WatashiGuru,1.0
alexandraheuser,whitedog257,1.0
threatcon5,ranzo151,1.0
AlexYoder,mjb6781,1.0
bobvanderplaats,MarcieDreyer,1.0
JaredWyand,MissT117,1.0
Ricky_Vaughn99,CameliaDitch,1.0
DanScavino,JerryAgents,1.0
icareeguns,EuniceStevens15,1.0
SonOfNRO123,TeacherWarrior,1.0
Hillary2016Pres,mysweeetBaybee,1.0
ChristiChat,lorrik24,1.0
EmilyKCody,whereisrysmind,1.0
Steve_Girschle,AmericanHeart5,1.0
NEforBernie2016,evolved_deb,1.0
iowacruzgirl,BringBackUS,1.0
achanu,5thdimdreamz,1.0
Ricky_Vaughn99,grannycoo,1.0
chriskyleband,SSbridges51,1.0
Women4Bernie,USA4Bernie,1.0
fwer1234,Andrewcool9,1.0
ForMotionCreatv,Texgalleslie,1.0
CarrollQuigley,Ziga_Iglic,1.0
BernieSanders,kateloving,1.0
USJeffersonianA,katz0081,1.0
TrumpNewMedia,early_kenneth,1.0
iowacruzgirl,MileHighStriker,1.0
Bernlennials,Left2016action,1.0
Libertea2012,pedocles,1.0
BernieSanders,JenniferSchere,1.0
sadghjashdjasg2,YugeMilo,1.0
Canada4Bernie,disler_frank,1.0
DavidPSawyer,1Bunny4T,1.0
LiberatedCit,LiveNewsyTweets,1.0
azblonde2015,realBethNeale,1.0
jbspharmd,JamesDorsey4,1.0
WilburnZac,KAIJUKING23,1.0
Journey4Bernie,Hedge_Shot,1.0
davelevinthal,Mondiablue,1.0
HillaryforNV,AmazonTraveler,1.0
bimmerella,ginnyinmich,1.0
amina_eve,Tillerdotexe,1.0
Hillary4Florida,Pie_SocialMedia,1.0
Joymar27,VetApologist,1.0
PauseNet,NancyRog11,1.0
FrankLuntz,ColinIbrahim,1.0
10thAmendment,fcwic1,1.0
DefiningAmerica,SteegVan,1.0
Canada4Bernie,jamesmarie33,1.0
QuinnDaGhost,BernieBrigade,1.0
andrewklavan,DestructiveChem,1.0
ThePatriot143,magnifier661,1.0
MoveOn,GonzaalezCamilo,1.0
LibertyUSA1776,9975Ts,1.0
ElenaNinj,lynnrooey,1.0
MichaelCohen212,MNforTrump,1.0
BernieSanders,Wangruix,1.0
thehill,Cheri_Kentucky,1.0
MarkPontius,Jlynch661,1.0
chriskyleband,Bosoni777,1.0
SusanSarandon,MattDaley210,1.0
mommanurse1,jimmcvey1,1.0
1PhoenixDragon,DefTonegirl,1.0
SpecialKMB1969,Creekredman,1.0
jaflowers2,scotty2971,1.0
MelikeNCIS,9975Ts,1.0
Bernie_Facts,AxelrodGrace,1.0
GMA,4AllSoulKind,1.0
TrumpD2016,KathyVanKlavere,1.0
ChrisJZullo,Plantflowes,1.0
Vets4Bernie,GotBerned,1.0
Chicago4Bernie,BhaktinLAyres,1.0
fwer1234,emgfind,1.0
NCForBernie,Dispersi0n,1.0
Iowa4Bernie,beebalm1104,1.0
Morning_Joe,JimWindes,1.0
nepafortrump,j_khazen,1.0
carold501,Karee_news,1.0
CorrectRecord,Plantflowes,1.0
